job_title,company_name,position_type,job_location,skills,experience
Data Engineer,Fruges IT Services India Private Ltd,Full time,"Chennai, India","CI/CD,Microsoft Office Suite,Kibana,Java,BI,Logstash,Elastic Search",8-10 Years
Data Engineer,Corner Tree Consulting (p) Ltd,Full time,Bengaluru / Bangalore,"SQL and NoSQL databases,including Snowflake and AWS MySQL RDS.",3-5 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Dehradun, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Varanasi, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Bhopal, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
2A - Senior Lead - Data Engineer,M&G Global Services Private Limited,Full time,"Mumbai, India","Blob Storage,Data Modelling,Data Factory,Azure,Python,Sql",7-9 Years
Senior Data Engineer,FOX Tech,Full time,"Bengaluru / Bangalore, India","Flink,snowflake,dbt,Fivetran,Github,Apache Hadoop,Pyspark",7-9 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"India, Jabalpur","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Gurgaon / Gurugram, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Ludhiana, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Kanpur, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Data Engineer,Tanla Platforms,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","message queuing,nifi,highly scalable data stores,stream processing",5-7 Years
Data Engineer ( Intern ),Mactores Cognition,Full time,Mumbai,"AWS EMR,DataOps Engineering,stored procedures,Sql Queries,Apache Airflow",0-1 Years
Sr. Data Engineer,Involead,Full time,Delhi,"Performance Optimization,Data Architecture Design,Data Quality and Governance",0-2 Years
Data Engineer,Dentsu Webchutney,Full time,Bengaluru / Bangalore,"Tealium,Segment,Google Cloud Platform,Sql,Python",4-6 Years
Data Engineer - Remote Work,Bairesdev Llc,Full time,India,"Analysis,Problem-solving,Troubleshooting,managing data loads",3-5 Years
Data Engineer,Wednesday Solutions,Full time,Pune,"airflow,Store,Dms,flink,Flexibility,coaching,Resilience,python",2-5 Years
Senior Data Engineer - Snowflake,Enquero,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","SnowSQL,snowflake,ETL/ELT,dbt,Bitbucket,Scala,Spark,Oracle",6-9 Years
Senior Data Engineer (Data Discovert/Insights),Onetrust,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,Databricks,Datawarehouse,Sql,Python",4-6 Years
Senior Data Engineer,Valocity Global,Full time,Delhi,"CI/CD,Git,Power Bi,Microsoft Azure,Databricks,Rest Apis,Sql",5-7 Years
Data Engineer,Streamhub,Full time,Bengaluru / Bangalore,"Search Engines,data pipelines,real-time analytics,data lakes,Design",0-2 Years
Senior Data Engineer,Nissan Technical Centre,Full time,"Thiruvananthapuram, Thiruvananthapuram / Trivandrum","snowflake,MDM,NO-SQL,Glue,Tableau,Informatica,Lambda",0-2 Years
Azure Data Engineer,Technovert,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","snowflake,ADL,Adf,Pyspark,Databricks,Shell Scripting,Azure",5-10 Years
Azure Data Engineer,AI Alchemy,Full time,Delhi,"Go,parquet,Azure blob storage,Java,C#,C,Json,Sql,Azure Data Factory",10-12 Years
"Architect,Azure Data Engineer",Pepsi Foods,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Azure Data engineering,Azure services,Teradata/Snowflake,Power Bi",3-10 Years
Data Engineer,Trelleborg Ab,Full time,Bengaluru / Bangalore,"Agile (Scrum),Azure storage accounts,Azure SQL DB,Azure SQL Managed Instance",5-7 Years
Data Engineer - BI,Notified,Full time,Bengaluru / Bangalore,"snowflake,data marts,Sales,Presentation,operations,Pivot Tables",5-8 Years
Senior Data Engineer,Shipbob,Full time,"Gurugram, Gurgaon / Gurugram","anaconda,web socket,Ai,setup tools,axure devops,Scipy,rest",3-8 Years
Sr Staff Data Engineer,Service Now Planet,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Sap Hana,SQL Server,Oracle,Sql",10-12 Years
Senior Data Engineer,Xoom,Full time,Chennai,"Cloud platforms,Streaming Integrations,MPP Databases,Java,Hadoop",6-8 Years
Sr Principal Data Engineer,Tola Capital,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,Databricks,Sql,Python,ELT",12-14 Years
Sr Data Engineer,Service Now Planet,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","snowflake,PL/SQL,Bi Tools",7-9 Years
"MTS, Data Engineer",Xoom,Full time,Bengaluru / Bangalore,"Mr,Java,Spark Streaming,Hive,Hadoop,Spark,Big Data,Pig",4-10 Years
Data Engineer II,Zeta Inc.,Full time,Bengaluru / Bangalore,"delta lake,airflow,scalable data,relational database systems,nifi",3-5 Years
Azure Data Engineer,Technovert,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Synapse,Azure SQL data warehouse,Power Bi,Shell Scripting,Msbi",2-5 Years
Data Engineer,Numadic Iot,Full time,"Panjim / Panaji, Panaji","R,Feature Engineering,Machine Learning,Data Mining,Data Cleansing",1-3 Years
Data Engineer - Trackmind Solutions,Trackmind Systems,Full time,"Gurugram, Gurgaon / Gurugram","probability theory,Statistics,R,Machine Learning,Sql,Deep Learning",0-2 Years
Data Engineer,Shipbob,Full time,"Gurugram, Gurgaon / Gurugram","scikit-learn,Sql,Numpy,Seaborn,MS SQL,Pandas,Javascript",4-6 Years
Data Engineer,Xoom,Full time,Bengaluru / Bangalore,"Fiserv,Data Proc,Problem-solving,Credit,fdr,Data Flow,composer",2-6 Years
Cloud Data Engineer/Consultant,Sourced Group An Amdocs Company,Full time,Pune,"airflow,flink,graph database,Scipy,Hive,python,Scala,shell script",4-7 Years
Senior Principal Data Engineer (Data Discovert/Insights),Onetrust,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,python,databricks,Scrum,data engineering",8-10 Years
Graph Data Engineer,Talpro - Leaders in Technology Hiring,Full time,"Mumbai, India","gcp data fusion,LPG,graph data engineer,neo dash,cypher,Relational Databases",3-5 Years
Big Data Engineer,Cotocus Com,Full time,India,,6-9 Years
Data Engineer,Molex,Full time,"Bengaluru / Bangalore, India","RDD,Dataframes,Datasets,Flink,Spark SQL,Spark Streaming,Scala",3-5 Years
Data Engineer,Kwalee,Full time,"Bengaluru / Bangalore, India","Sql,python,aws",2-3 Years
Sr Associate - Data Engineer - D&AT IFS - Second Shifts,PwC Acceleration Centers in India,Full time,"Bengaluru / Bangalore, India","Azure Analysis Services,Azure SQL DW,Java,DataBricks,UNIX/LINUX",Fresher
Data Engineer - Coimbatore,Cloudside,Full time,"Coimbatore, India","Kubernetes,Java,python,Gcp,postgresql,shell scripting,mongodb",0-1 Years
Data Engineer,TMD - The Modern Dimension,Full time,"Delhi, Bengaluru / Bangalore","airflow,luigi,kafka streams,azkaban,Storm,python,Scala,C++",4-6 Years
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","Shiny,Teradata,Scala,SQL Server,Java,JIRA,Hadoop,Tableau",4-7 Years
Senior Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","shiny,Teradata,source control tools,distributed system,Scala,Hive",7-12 Years
Senior Data Engineer,FOX Tech,Full time,"Bengaluru / Bangalore, India","Flink,snowflake,dbt,Fivetran,Github,Apache Hadoop,Pyspark",7-9 Years
Data Engineer,Fruges IT Services India Private Ltd,Full time,"Chennai, India","CI/CD,Microsoft Office Suite,Kibana,Java,BI,Logstash,Elastic Search",8-10 Years
Data Engineer,Corner Tree Consulting (p) Ltd,Full time,Bengaluru / Bangalore,"SQL and NoSQL databases,including Snowflake and AWS MySQL RDS.",3-5 Years
DATA ENGINEER,Trueledge Hr And Accounting Services,Full time,Coimbatore,"data pipelines,data storage systems,Databases",6-11 Years
Azure Data Engineer,QATOS,Full time,"Mumbai, India","Azure SQL Data Warehouse,Azure SQL Database,Azure Data Lake Storage",3-5 Years
Cloud Data Engineer,Naviga,Full time,"Delhi, India","AWS DMS,functional programming,Glue,AWS Fargate,Hadoop",4-6 Years
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","abnition,hdfs,Data Analysis,automation,Networking,Hive,informatica",7-9 Years
Senior Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","abnition,Data Analysis,hdfs,automation,Networking,Hive,informatica",7-12 Years
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","Shiny,Teradata,Scala,SQL Server,Java,JIRA,Hadoop,Tableau",4-7 Years
Sr. Data Engineer,e Zest,Full time,Bengaluru / Bangalore,"Performance Optimization,Data Architecture Design,Data Quality and Governance",0-2 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Nagpur, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Data Engineer,Corner Tree Consulting (p) Ltd,Full time,Bengaluru / Bangalore,"SQL and NoSQL databases,including Snowflake and AWS MySQL RDS.",3-5 Years
Senior Specialist- Data Engineer,Cliqhr,Full time,Pune,"Airflow,Flink,Spark,Pig,Emr,Java,Storm,Cicd,Hadoop,RDS",8-10 Years
Data Engineer - Snowflake,Tiger Analytics,Full time,"Chennai, Bengaluru / Bangalore","Snowflake SQL,Snowpro certification,Tasks,Metadata Manager,data visualization tools",1-5 Years
Data Engineer,Kwalee,Full time,"Bengaluru / Bangalore, India","Sql,python,aws",2-3 Years
Senior Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","shiny,Teradata,source control tools,distributed system,Scala,Hive",7-12 Years
Big Data Engineer,Cotocus Com,Full time,India,,6-9 Years
AWS Data Engineer,Ivy,Full time,"Hyderabad / Secunderabad, Telangana, India","image backup,OS-internals,Security,Golang,AWS,Vulnerability",5-10 Years
AWS Data Engineer,Alp Consulting,Full time,"Delhi, Chandigarh","Security,data sets,Infrastructure,in-memory caches,lambda function",0-2 Years
Associate Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","Teradata,snowflake,Spark ETL,Unix,Java,JIRA,Hadoop,Ab Initio",2-4 Years
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India",,Fresher
Data Engineer ( Intern ),Mactores Cognition,Full time,Mumbai,"AWS EMR,DataOps Engineering,stored procedures,Sql Queries,Apache Airflow",0-1 Years
Data Engineer,Tanla Platforms,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","message queuing,nifi,highly scalable data stores,stream processing",5-7 Years
Data Engineer,Dentsu Webchutney,Full time,Bengaluru / Bangalore,"Tealium,Segment,Google Cloud Platform,Sql,Python",4-6 Years
Junior Data Engineer,Value Vision Management Consultants,Full time,Bengaluru / Bangalore,"Eventhubs,Data modelling.,CosmosDB etc.,Azure data factory/Airflow/control-M/Luigi",4-7 Years
Senior Data Engineer,Nissan Technical Centre,Full time,"Thiruvananthapuram, Thiruvananthapuram / Trivandrum","snowflake,MDM,NO-SQL,Glue,Tableau,Informatica,Lambda",0-2 Years
Data Engineer,Streamhub,Full time,Bengaluru / Bangalore,"Search Engines,data pipelines,real-time analytics,data lakes,Design",0-2 Years
Data Engineer,Lentra Ai,Full time,Pune,"ACID,pl/pgsql,T-sql,python,postgresql,PL/SQL,mongodb,Sql",2-4 Years
Senior Data Engineer,Whiteklay Technologies,Full time,Pune,"Data Analysis,Hive,python,Web Scraping,Scala,Sql,data engineering",5-7 Years
Sr. Data Engineer/Data Engineer - Big Data,phData,Full time,Bengaluru / Bangalore,"Kudu,Java,Hadoop,Scala,Apache Spark,Cloudera Impala,Yarn",0-2 Years
Senior Data Engineer,Valocity Global,Full time,Delhi,"CI/CD,Git,Power Bi,Microsoft Azure,Databricks,Rest Apis,Sql",5-7 Years
Azure Data Engineer,Technovert,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","snowflake,ADL,Adf,Pyspark,Databricks,Shell Scripting,Azure",5-10 Years
Senior Data Engineer (Data Discovert/Insights),Onetrust,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,Databricks,Datawarehouse,Sql,Python",4-6 Years
Data Engineer,Zignaai,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","enterprise software environments,cloud-based services,Nlp,python",3-5 Years
"Architect,Azure Data Engineer",Pepsi Foods,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Azure Data engineering,Azure services,Teradata/Snowflake,Power Bi",3-10 Years
Data Engineer,Wednesday Solutions,Full time,Pune,"airflow,Store,Dms,flink,Flexibility,coaching,Resilience,python",2-5 Years
Principal Data Engineer,Boomi,Full time,"Bengaluru / Bangalore, India","Modeling,Data Analysis,Simulation,decision tree learning,open-source Machine learning",10-12 Years
Data Engineer,Digifocal It,Full time,Mumbai,"columnar databases,airflow,microservice integration,etl applications",7-8 Years
Azure Data Engineer,Cloudibn,Full time,Pune,"ADLS/Blob Storage solutions,continuous integration/continuous deployment",2-3 Years
Sr Associate - Data Engineer - D&AT IFS - Second Shifts,PwC Acceleration Centers in India,Full time,"Bengaluru / Bangalore, India","Azure Analysis Services,Azure SQL DW,Java,DataBricks,UNIX/LINUX",Fresher
Data Engineer For Asset Finance Tribe,Danske IT Support Services India Pvt Ltd.,Full time,Bengaluru / Bangalore,"scheduling data pipelines,advanced queries,data marts,Relational Databases",4-6 Years
Azure Data Engineer,Cliqhr,Full time,Chennai,"data pipelines,Troubleshooting,Data Cleansing,Data Warehousing",0-2 Years
Senior Associate - Data Engineer - D&AT IFS,PwC Acceleration Centers in India,Full time,"Bengaluru / Bangalore, India","Security,Non Conformities,Break-Fixes,Root Cause Analysis,warranty period",0-2 Years
Data Engineer - MySQL and MongoDB,Infynd,Full time,Coimbatore,"query performance,Analytical Skills,Collaboration,Problem-solving",0-2 Years
Azure Data Engineer_Devops,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","AGIC,AKS,SSL certs,NSG,Azure Kubernetes Service,AKS manifests",8-10 Years
Full Stack Data Engineer,Collinson,Full time,"Mumbai, India","Databrew,snowflake,Lakehouse,Glue,CI/CD,Nifi,Data Mesh",0-2 Years
Data Engineer,Cliqhr,Full time,Bengaluru / Bangalore,"data encryption,parquet,data bricks,Azure,python,Csv,Data Factory",4-6 Years
Data Engineer,C3 AI,Full time,Bengaluru / Bangalore,"Relational Databases,Agile Software development methodology,Data Integration",2-4 Years
Senior Data Engineer,Quadrant.io,Full time,India,"Ai,Nosql,Java,Software Architecture,Machine Learning,data structures",5-7 Years
Senior Data Engineer,"Epiq Systems, Inc.",Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","scikit-learn,Data Integration/ETL,Data Profiling & Data Quality,R,DS Model",5-7 Years
Data Engineer,Amtex Systems Inc.,Full time,"Gurgaon / Gurugram, India","Atlassian tools,NoSQL databases,cloud based data lake platforms",5-7 Years
Sr Staff Data Engineer,Service Now Planet,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Sap Hana,SQL Server,Oracle,Sql",10-12 Years
Senior Data Engineer (Data Modeler),Nissan Technical Centre,Full time,"Thiruvananthapuram, Thiruvananthapuram / Trivandrum","snowflake,relational,dimensional,Erwin,Data Modelling,Talend",6-8 Years
Data Engineer,Instem Plc,Full time,Pune,"database languages,Data Processing,Transformation,machine-learning",0-2 Years
Data Engineer,Quetech Software,Full time,Mumbai,"big data ml toolkits,hadoop v2,messaging systems,h2o,sparkml",0-2 Years
Azure Data Engineer,Global Talent Exchange,Full time,Bengaluru / Bangalore,"Matillion,Cache & In-memory stores,Dev-Ops,Agile / Scrum methodologies",5-7 Years
Data Engineer,Hrhelpdesk,Full time,Noida,"communication,Problem-solving,Python,Sql,Etl,Nosql,Java",0-2 Years
Senior Principal Data Engineer (Data Discovert/Insights),Onetrust,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,python,databricks,Scrum,data engineering",8-10 Years
Lead Data Engineer,Nissan Technical Centre,Full time,"Thiruvananthapuram, Thiruvananthapuram / Trivandrum","Quick sight,NO-SQL,Talend MDM,snowflake,Talend ETL,Java,Scala",0-2 Years
Snowflake Data Engineer/Sr. Data Engineer,Maven Wave Partners,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,data quality management,Azure,Data Analytics,python",0-2 Years
Sr Data Engineer,Service Now Planet,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","snowflake,PL/SQL,Bi Tools",7-9 Years
Data Engineer,Hanu Software Solutions Pvt Ltd,Full time,"Greater Noida, Noida","Synapse Analytics,Azure Data Services,Git,Adf,Power Bi,Sql,Python",0-2 Years
Senior Data Engineer (Talend),Nissan Technical Centre,Full time,"Thiruvananthapuram, Thiruvananthapuram / Trivandrum","Redshift RDS,Aurora Athena,Snowflake modelling,snowflake,MDM",4-6 Years
Data Engineer - BI,Notified,Full time,Bengaluru / Bangalore,"snowflake,data marts,Sales,Presentation,operations,Pivot Tables",5-8 Years
Data Engineer I,Nissan Technical Centre,Full time,"Thiruvananthapuram, Thiruvananthapuram / Trivandrum","Cloud Platforms,snowflake,NO-SQL,Data Modelling,RDBMS,Software Engineering",0-2 Years
