job_title,company_name,position_type,job_location,skills,experience
Data Engineer,Iq-eq,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Go,Kineses,Dask,snowflake,C++,Scala,Pyspark,Kafka,Node.js",8-10 Years
Data Engineer,NMD,Full time,"Gurugram, Gurgaon / Gurugram","architectures,Projects,specialisms,Controlling,test activities,data",1-5 Years
Data engineer,Intuitive Apps,Full time,"Gurugram, Gurgaon / Gurugram","Pyspark,Azure Data Factory,Plsql,Databricks,Tsql,SSIS",3-7 Years
Data Engineer,NR Consulting,Full time,"Gurugram, Gurgaon / Gurugram","R,snowflake,Python pyspark,HDFS,Looker,Apache Parquet,Docker / Kubernetes",5-7 Years
Lead Data Engineer,NR Consulting,Full time,"Gurugram, Gurgaon / Gurugram","R,snowflake,Python pyspark,HDFS,Looker,Apache Parquet,Docker / Kubernetes",5-7 Years
Data Engineering - Senior Data Engineer,Jet2 Travel Technologies,Full time,Pune,,4-8 Years
Data Engineer,Ketto,Full time,Mumbai,"snowflake,Athena,Synapse,Glue,Python,Databricks,S3,Emr",2-4 Years
Azure Data Engineer,Intuitive Apps,Full time,"Gurugram, Gurgaon / Gurugram","Pyspark,Azure Data Factory,Plsql,Databricks,Tsql,SSIS,Etl",0-2 Years
Senior Lead - Data Engineer,MG plc,Full time,Mumbai,"Azure SQL Data Warehouse/DB,Azure services,Blob Storage,Data Modelling",7-9 Years
Senior Data Engineer - Data Engineering,NR Consulting,Full time,Mumbai,"Big Query,Genomics,NPL,SparkML,Pub Sub,Cloud SQL,Dataprep",6-10 Years
Data Engineer - Data Science Engineering,Ketto,Full time,Mumbai,"Gcp,Hadoop,Spark,Api,Azure,Sql,Python,Nosql,Etl,ELT",3-5 Years
Data Engineering - Lead Data Engineer,Jet2 Travel Technologies,Full time,Pune,"Cloud Data Engineering,Analytics Engineering,data engineering,Data Visualisation",5-10 Years
Senior Data Engineer,Koko Networks Limited,Full time,Pune,"Root Cause Analysis,build processes,code reviews,source management",3-5 Years
Data Engineer,InfoStride,Full time,Mohali,"backend data systems,AWS cloud services,Looker,data warehouse services",3-5 Years
Senior Data Engineer,Markcipher,Full time,Chennai,"Java,Data Modelling,data mining,Scala,Data Warehousing,Etl Design",7-9 Years
Azure Data Engineer,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","row level security,dimensional models,azure datalake,security models",8-10 Years
Azure Data Engineer with Data lake and python,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","dimensional models,security models,automation practices,row level security",8-10 Years
Senior Data Engineer (Data Discovert/Insights),Tola Capital,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,Databricks,Datawarehouse,Sql,Python",4-6 Years
Data Engineer,Signimus,Full time,Indore,"Power Bi,Api,Sql Db,Python",4-6 Years
Azure Data Engineer,Vineet Tyre Center,Full time,Pune,"Azure Data lake store,communication,Azure Data Factory,Powerbi",2-6 Years
Senior Data Engineer,Sony Corporation Of America,Full time,Bengaluru / Bangalore,"transactional databases,No-SQL,Map Reduce,S3,Streaming,Data Warehouse",4-8 Years
azure data engineer with devops,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Azure DeveOps,AGIC,AKS,SSL certs,NSG,Azure Kubernetes Service",8-10 Years
Lead Data Engineer,Tredence,Full time,Bengaluru / Bangalore,"CircleCI,Data Management,Hadoop,Cassandra,Pyspark,Kafka",5-8 Years
Data Engineer,Valasys Media,Full time,Pune,"No-SQL,Statistics,probability,Math,Java,Hadoop,Object Oriented Programming",2-4 Years
Data Engineer IV,Time Analytic & Shared Services,Full time,Bengaluru / Bangalore,"Airflow,data warehouse design,Business Objects,Dms,ETL technologies",7-12 Years
Big Data Engineer,Vedity Software,Full time,Ahmedabad,"Nosql,Hadoop,Scala,Apache Spark,Apache Storm,Python",3-5 Years
Senior Principal Data Engineer (Data Discovert/Insights),Tola Capital,Full time,Bengaluru / Bangalore,"snowflake,Databricks,Datawarehouse,Sql,Python,ELT",8-10 Years
AWS Data Engineer,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","glue,data lakes,athena,Api Gateway,Pyspark,Emr,Ansible",7-10 Years
Data Engineer (GCP),Transcloud Labs,Full time,Chennai,"Java,Gcp,Scala,Azure,Python,Sql,AWS",0-2 Years
Data Engineer,PwC Acceleration Centers,Full time,"Bengaluru / Bangalore, India","APIs/microservices,Data Federation/Virtualization technologies,Data Storage",3-5 Years
Principal Data Engineer,Booking Holdings (NASDAQ: BKNG),Full time,"Bengaluru / Bangalore, India","Airflow,Performance Optimization,Data Vault modeling,Canonical Data Modeling",15-17 Years
"Senior Data Engineer, Skyvera (Remote) - $30,000/year USD",Crossover,Full time,"Mumbai, India","Hadoop,Linux,Ambari,Nagios,Ganglia,Cloudera Manager",2-4 Years
Data Engineer,S&P Global Market Intelligence,Full time,India,"Airflow,Multi-location,Business Intelligence,Multi-functional,Agile",4-6 Years
Senior Data Engineer,Baxter Medical Devices,Full time,"Bengaluru / Bangalore, India","Healthcare,medical innovations,transform healthcare",85-87 Years
Senior AWS Data Engineer - INDIA,Databuzzltd,Full time,"Hyderabad / Secunderabad, Telangana, India","aws glue,python,Amazon S3,Amazon Redshift,Pyspark,Data Warehousing",5-10 Years
Sr.Azure Synapse Data Engineer,Imocha,Full time,Pune,"data models,data bricks,segmentation techniques,event hub,Azure",0-2 Years
Senior Data Engineer - Automotive Mastermind,S&P Global Market Intelligence,Full time,India,"Airflow,Multi-location,Dundas,Business Intelligence,Multi-functional",4-6 Years
"Senior Manager, Data Engineer",S&P Global Market Intelligence,Full time,India,"Flow,Delta Lake,AWS hosting infrastructure,Service Management",4-10 Years
Big Data Engineer,Truelancer.com,Full time,India,"Azure,Hive,python,Machine Learning,Scala,Data Warehousing",7-10 Years
"Director, Software Engineering - Data Engineer",Vertica Micro Systems,Full time,"Bengaluru / Bangalore, India","Waterloo,volunteer,global,Financial,benefit,Wellness,Fitness",0-2 Years
Data Engineer,Mm Staffing & Career Consultants,Full time,Bengaluru / Bangalore,"Data Warehousing,Data Engineer,Ssis,Sql",0-5 Years
Sr. Data Engineer,S&P Global Market Intelligence,Full time,India,"Airflow,Multi-location,Business Intelligence,Multi-functional,Agile",6-9 Years
Azure Data Engineer,Evnek,Full time,"Bengaluru / Bangalore, India","Azure Data Engineering,Azure ADF,.Net Core,.NET,Sql",4-6 Years
Data Engineer,Yulu,Full time,"Bengaluru / Bangalore, India","Java,Hadoop,Scala,Dynamodb,Big Data,Sql,Nosql,Hive",4-6 Years
Azure Data Engineer ( Databricks + SQL + Support ),Changeleaders.in,Full time,"Bengaluru / Bangalore, India","Compliance,Data Pipelines,system performance,Data Processing",4-8 Years
Senior Data Engineer,S&P Global Market Intelligence,Full time,India,"Airflow,Data Automation,Api Development,Django,Selenium,Data Extraction",2-6 Years
Big Data Engineer,Corporate Resources,Full time,Pune,"ci/cd,hdfs,Scala,hadoop,Java,Spark",0-2 Years
Data Engineer - Tableau,Tiger Analytics,Full time,"Chennai, Bengaluru / Bangalore","data warehouse design,online analytical processing,Sql,Etl,data mining",2-5 Years
Data Engineer - Power BI,Tiger Analytics,Full time,"Chennai, Bengaluru / Bangalore","Sql,Etl,Power Bi,OLAP,Dbms,Azure",2-5 Years
Data Engineer Business Intelligence,Alp Consulting,Full time,Bengaluru / Bangalore,"BI report developer,Microstrategy,MSTR,Sql",0-2 Years
gcp data engineer,Advitha Tech Solutions,Full time,"Chennai, India","Java,Gcp,DataFlow,Python",4-6 Years
Data Engineer,Provitious Technologies - Excellence Beyond Perfection,Full time,Gandhinagar,"data models,segmentation techniques,data mining",2-4 Years
Senior Data Engineer,Vervali Systems,Full time,India,"API Writing,Flask framework,Scala,Spark,Data Modeling,Python",5-7 Years
Data Engineer,Provenir Inc.,Full time,Bengaluru / Bangalore,"ci/cd,unit tests,etl pipelines,python,Scala,Data Warehousing",5-7 Years
Senior Data Engineer,Diligent Corporation,Full time,Bengaluru / Bangalore,"snowflake,Tableau,Sql,Python,Etl",2-5 Years
Data Engineer - QA,The Modern Data Company,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Airflow,Nosql,Presto,Spark,Appium,Kafka,Tableau,Selenium",3-5 Years
Data Engineer - Talend,George Bernard Consulting,Full time,Bengaluru / Bangalore,"data cataloging,communication,Problem-solving,Data Management",12-14 Years
Data Engineer - AIOPS,Objective Systems Integrators,Full time,"Gurugram, Gurgaon / Gurugram","scalable,Ddd,Flink,Garbage Collector,Map reduce,Java Memory management",6-8 Years
Staff Data Engineer,Quickbooks,Full time,"Bengaluru / Bangalore, India","HDFS,MemSQL,zoo keeper,Map Reduce,GraphDB,InMemory",5-12 Years
Azure or AWS Data Engineer,Talent Worx,Full time,"Bengaluru / Bangalore, India","Azure SQL Data Warehouse,LogicApps,Integration Runtimes,Event Hub",8-12 Years
Senior Data Engineer,Wavicle Data Solutions,Full time,India,"Data Analysis,Data Visualization,Data Warehousing,Talend,Python",6-12 Years
Lead Data Engineer,Algoleap Technologies,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","cloud programming,dimensional data modeling,Azure,python,Agile Development",2-4 Years
Remote Azure Data Engineer (India Based),Insight Global,Full time,"Bengaluru / Bangalore, India","Synapse,Eventhub,Azure Data Engineer,rbac,Spark- SQL,Power Bi",3-5 Years
Azure Data Engineer,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","row level security,dimensional models,azure datalake,security models",8-10 Years
Data Engineer I,EA Games (Electronic Arts),Full time,"Hyderabad / Secunderabad, Telangana","distributed storage systems,Analytical Skills,data lakes,R,data systems",2-4 Years
Senior Data Engineer - India - Bangalore,Sistemas Globales S.A.,Full time,"Bengaluru / Bangalore, India","Data Analysis,data studio,Big Data,hadoop,Data Modeling,Gcp",5-10 Years
Data Engineer,Hyring.com,Full time,India,"Data Processing,Communication,Problem Solving,Real-time Processing",4-15 Years
Azure Data Engineer,Conneqt Digital,Full time,"Bengaluru / Bangalore, India","Azure Data Engineer,ADLS,Spark/PySpark,Vm,Adf,SQL Server",3-6 Years
Senior Data Engineer,Vervali Systems,Full time,India,"API Writing,Flask framework,Scala,Spark,Data Modeling,Python",5-7 Years
Senior Data Engineer - Automotive Mastermind,Automotivemastermind Inc.,Full time,"Gurugram, Gurgaon / Gurugram","Airflow,DataMart designing,workflow management,Pyspark,Sql",4-6 Years
Data Engineer,NR Consulting,Full time,"Mumbai, India","Airflow,AWS CDK,AWS step functions,Faregate,Prefect,K8,AWS MSK",5-10 Years
Data Engineer,IQ-EQ,Full time,"Hyderabad / Secunderabad, Telangana, India","Go,Kineses,Dask,snowflake,Pyspark,Microsoft Sql Server,Kafka",8-10 Years
Sr. Data Engineer,automotiveMastermind Inc.,Full time,"Gurgaon / Gurugram, India","Airflow,BI,Sql,Git,Cloud,Docker,Postgres,Agile,MongoDB",6-9 Years
Principal Data Engineer (GCP),automotiveMastermind Inc.,Full time,"Gurgaon / Gurugram, India","Cloud Functions,Cloud Composer,BigQuery,Data Management",3-7 Years
Lead Big Data Engineer,Skan.ai,Full time,"Bengaluru / Bangalore, India","Azure cloud platform,Spark query tuning,Pyspark,Git,Apache Spark",0-2 Years
Data Engineer - X Delivery,Boston Consulting Group (BCG),Full time,"Bengaluru / Bangalore, India","Airflow,GitHub Actions,snowflake,CI/CD,Machine Learning,Cloudformation",2-4 Years
Freelance Data Engineer - GCP (Data Pipeline Development),PradeepIT Consulting Services Pvt Ltd,Full time,"Bengaluru / Bangalore, India","data lakes,data pipelines,big data frameworks,Hadoop,Spark",Fresher
Data Engineer - AIOPS,Objective Systems Integrators,Full time,"Gurugram, Gurgaon / Gurugram","scalable,Ddd,Flink,Garbage Collector,Map reduce,Java Memory management",6-8 Years
Data Engineer - SAP,Copeland,Full time,Chandigarh,"SAP Tables,SAP System operations,Job Processes,Oracle interfaces",3-5 Years
Data Engineer,NIRA,Full time,"Bengaluru / Bangalore, India","python,Data Modelling,Pyspark,Nosql,Sql,Docker,shell scripting",4-6 Years
Sr Analyst - Data Engineer,Pepsi Foods,Full time,"Gurugram, Gurgaon / Gurugram","data lineage,ETL/ELT pipelines,SQL optimization,Data Lake Infrastructure",3-9 Years
Data Engineer,Quicket Solutions,Full time,"Gurugram, Gurgaon / Gurugram","Process Automation,Data blending,Data Modelling,Sql,Python",0-2 Years
Principal Data Engineer,Onetrust,Full time,Bengaluru / Bangalore,"snowflake,dbt,airflow,salesforce,S3,Marketo,python,Workday",8-10 Years
GCP Data Engineer,TEKGENCE INC,Full time,"Pune, India","sqls,airflow,communication,Sql",4-10 Years
Data Engineer - Architect,Jobs for Humanity,Full time,"Bengaluru / Bangalore, India","Synapse,Azure SQL MI,Adf,Ssrs,Service Now,SSIS,Erwin,Jenkins",5-12 Years
gcp data engineer,Advitha Tech Solutions,Full time,"Chennai, India","Java,Gcp,DataFlow,Python",4-6 Years
Data Engineer,Provitious Technologies - Excellence Beyond Perfection,Full time,Gandhinagar,"data models,segmentation techniques,data mining",2-4 Years
Principal - Data Engineer,Affine,Full time,"Bengaluru / Bangalore, India","Kanban,Java,Cloud,Scala,Spark,SQL Server,Big Data,Agile",10-15 Years
GCP Data Engineer,TEKGENCE INC,Full time,"Pune, India","sqls,airflow,communication,Sql",4-10 Years
Lead Data Engineer,NewVision Softcom Consultancy,Full time,Bhopal,"Search Engines,airflow,bigdata warehousessystems,cloud environment",5-8 Years
Lead Data Engineer - Snowflake,Siemens Healthcare,Full time,Bengaluru / Bangalore,"agile practices,cloud,Data Modeling,Data Architecture,Data Warehousing",8-10 Years
Manager - Data Engineer,Pepsi Foods,Full time,"Gurugram, Gurgaon / Gurugram","data lineage,SQL optimization,Data Lake Infrastructure,Synapse",6-14 Years
Azure Data Engineer,Staffice Global,Full time,Bengaluru / Bangalore,"SparkCore,Blob,Synapse,EventHub,HDInsights,ADLS,CosmosDB",3-7 Years
Data Engineer - QA,The Modern Data Company,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Airflow,Nosql,Presto,Spark,Appium,Kafka,Tableau,Selenium",3-5 Years
Data Engineer - AIOPS,Objective Systems Integrators,Full time,"Gurugram, Gurgaon / Gurugram","scalable,Ddd,Flink,Garbage Collector,Map reduce,Java Memory management",6-8 Years
Data Engineer,Mplatform,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,Bi Tool,Etl Development,Data Warehousing,Sql,Python",1-2 Years
Tech Lead- Data Engineer,Mplatform,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,Bi Tool,Power Bi,Tableau,Data Warehousing,Sql,Python",0-5 Years
Data engineer,Mm Staffing & Career Consultants,Full time,Bengaluru / Bangalore,"CAAS,Apache Sqoop,Unix Shell Scripting,Scala,Spark,Cloudera",4-6 Years
Data Engineer,Quicket Solutions,Full time,"Gurugram, Gurgaon / Gurugram","Process Automation,Data blending,Data Modelling,Sql,Python",0-2 Years
Data Engineer ( Senior ),Mactores Cognition,Full time,Mumbai,"AWS EMR,Dataframe API,DataOps Engineering,stored procedures",4-7 Years
Principal Data Engineer (Data Discovert/Insights),Tola Capital,Full time,Bengaluru / Bangalore,"numerical skills,Analytical Skills,data models,segmentation techniques",10-12 Years
Senior Lead - Data Engineer,MG Global,Full time,Mumbai,"Blob Storage,Data Modelling,Data Factory,Azure,Python,Sql",7-9 Years
Senior Data Engineer,Twenty20 Systems,Full time,Bengaluru / Bangalore,"snowflake,Java,Hadoop,Power Bi,Scala,Tableau,Sql,Gcp",0-2 Years
Lead Data Engineer,Ramsoft Systems,Full time,Bengaluru / Bangalore,"scalable data infrastructure,cube js,data orchestration pipeline,cloud platforms",0-2 Years
Principal Data Engineer (Data Discovert/Insights),Tola Capital,Full time,Bengaluru / Bangalore,"numerical skills,Analytical Skills,data models,segmentation techniques",10-12 Years
Associate Manager - Data Engineer( Java Developer),Eze Software Group,Full time,"Navi Mumbai, Mumbai","Flink,Java,Linux,Kafka,Tableau,Windows,Sql,AWS,Etl",0-2 Years
Senior Data Engineer,Twenty20 Systems,Full time,Bengaluru / Bangalore,"snowflake,Java,Hadoop,Power Bi,Scala,Tableau,Sql,Gcp",0-2 Years
Azure Data Engineer,Fusion Plus Solutions,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","row level security,dimensional models,azure datalake,security models",8-10 Years
GCP Data Engineer,TEKGENCE INC,Full time,"Pune, India","sqls,airflow,communication,Sql",4-10 Years
Lead Data Engineer,Ramsoft Systems,Full time,Bengaluru / Bangalore,"scalable data infrastructure,cube js,data orchestration pipeline,cloud platforms",0-2 Years
Data Engineer I,EA Games (Electronic Arts),Full time,"Hyderabad / Secunderabad, Telangana","distributed storage systems,Analytical Skills,data lakes,R,data systems",2-4 Years
Data Engineer - Pricing,Argus India Price Reporting Services,Full time,Mumbai,"commodities data,R,visualisation techniques,energy markets,production-grade scalable applications",2-4 Years
Data Engineer II,Booking Holdings,Full time,Bengaluru / Bangalore,"Flunk,DAMA,Java,Hadoop,Cassandra,Scala,Kafka,HBase",1-4 Years
Data Engineer,Mplatform,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,Bi Tool,Etl Development,Data Warehousing,Sql,Python",1-2 Years
Data engineer,Mm Staffing & Career Consultants,Full time,Bengaluru / Bangalore,"CAAS,Apache Sqoop,Unix Shell Scripting,Scala,Spark,Cloudera",4-6 Years
Data Engineer,Bottomline Technologies,Full time,Bengaluru / Bangalore,"Airflow,microservice deployments,data pipelines,snowflake,Trino",0-2 Years
Senior Data Engineer - Automotive Mastermind,Automotivemastermind Inc.,Full time,"Gurugram, Gurgaon / Gurugram","Airflow,DataMart designing,workflow management,Pyspark,Sql",4-6 Years
Tech Lead- Data Engineer,Mplatform,Full time,"Gurugram, Gurgaon / Gurugram","snowflake,Bi Tool,Power Bi,Tableau,Data Warehousing,Sql,Python",0-5 Years
Lead Data Engineer - Snowflake,Siemens Healthcare,Full time,Bengaluru / Bangalore,"agile practices,cloud,Data Modeling,Data Architecture,Data Warehousing",8-10 Years
Senior Data Engineer - Data Modeling,Tiger Analytics,Full time,"Chennai, Bengaluru / Bangalore","Snowflake schema,Data Vault Modelling,Data Modeling,OLAP,RDBMS",6-8 Years
Senior Data Engineer - India - Pune,Sistemas Globales S.A.,Full time,"Pune, India","Data Security Implementation,ECS,Aurora,peer reviews,Data Engineer",4-12 Years
Software Data Engineer,Corporate Resources,Full time,Pune,"product configuration,data maintenance tool,Export,technical information booklet",0-2 Years
Data Engineer with ETL,Capleo Global,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Aiflow,snowflake,dbt,FiveTran,Docker,Informatica,Python",2-5 Years
"Associate Consultant, Risk Analytics - Data Modelling, SQL",ACCA Careers,Full time,"Pune, India","analytical,Banking and Financial Services,Problem Solving,Presentation",4-6 Years
GCP Data Engineering Lead,JK Tech,Full time,"Bengaluru / Bangalore, India","bigtable,Google Cloud Data Engineer Certification,Cloud Dataprep",0-2 Years
Senior Data Engineer,ShyftLabs,Full time,"Hyderabad / Secunderabad, Telangana, India","Airflow,Columnar Databases,AWS Tools,Data modeling skills,snowflake",3-4 Years
"Data Engineer / ML - TensorFlow, PyTorch, scikit-learn, Data Preprocessing, Bigdata",Zscaler Softech,Full time,"Bengaluru / Bangalore, India","scikit-learn,orchestration tools,containerization,cloud platforms",4-6 Years
Data Engineer,Ascendion Engineering,Full time,Bengaluru / Bangalore,"data scientists,Infrastructure,technological advancements,industry standards",0-2 Years
Senior Data Engineer - Power BI,Tiger Analytics,Full time,"Chennai, Bengaluru / Bangalore","RLS Implementation,Security,Sql,Performance Tuning,Dax,Power Bi",7-9 Years
Streamsets Developer (100% Remote Job),VGreenTek,Full time,"Bengaluru / Bangalore, India","StreamSets Pipelines,ETL data flows,Scrum DevOps,transformations",7-9 Years
Senior Data Engineer,OSBIndia Private Limited,Full time,"Bengaluru / Bangalore, India","data platforms,data manipulation processes,database management services",0-5 Years
Get My Parking - Data Engineer - ETL/Hadoop/Hive,Get My Parking,Full time,"Bengaluru / Bangalore, India","Azure,Hive,python,Scala,Pyspark,Data Warehousing,Sql,Cassandra",3-4 Years
Senior Data Engineer - India - Bangalore,Sistemas Globales S.A.,Full time,"Bengaluru / Bangalore, India","Data Analysis,data studio,Big Data,hadoop,Data Modeling,Gcp",5-10 Years
Data Engineer,Persolkelly India,Full time,India,"Visual Studios,Ai,data lakes,Tsql,Plsql,Data Analytics,Apis,Web Services",1-3 Years
"Associate Consultant, Risk Analytics - Data Modelling, SQL",ACCA Careers,Full time,"Pune, India","analytical,Banking and Financial Services,Problem Solving,Presentation",4-6 Years
Data Engineering Specialist,NR Consulting,Full time,Bengaluru / Bangalore,"google transfer appliance,pub sub,big query,google data engineer",6-10 Years
Data Engineer,GlaxoSmithKline Pte Ltd,Full time,"Bengaluru / Bangalore, India","data lineage,Azure,Data Quality,Pyspark,python,cloud security",7-8 Years
Data Engineer Design,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","Teradata,IBM IFW DW,AWS/Cloud Services,Hive,Fsldm,SAS,Apache Spark",5-10 Years
"Data Engineer, gt.school (Remote) - $30,000/year USD",Crossover,Full time,"Chennai, India","technical concepts,generative AI models,object-oriented programming language",0-2 Years
Data Engineer,Rockwell Automation Singapore,Full time,"Noida, India","containerization,Attention To Detail,Critical Thinking,server-side architectures",0-2 Years
Data Engineer,Rockwell Automation Singapore,Full time,"Pune, India",,Fresher
Data Engineer,Vanderlande Industries Software Private Limited,Full time,"Pune, India","snowflake,Powerbi,Databricks,Sql,Python,JIRA",3-5 Years
Data Engineer,Rockwell Automation Singapore,Full time,"Noida, India","containerization,Attention To Detail,Critical Thinking,server-side architectures",0-2 Years
SOFTWARE ENGINEER - Data Engineer | Python - BLR (8+ Yrs),Cisico,Full time,"Bengaluru / Bangalore, India","messaging systems,cim/xml,unix/linux operating system,threading model",10-12 Years
Data Engineer,Rockwell Automation Singapore,Full time,"Pune, India","containerization,Attention To Detail,Critical Thinking,server-side architectures",0-2 Years
Data Engineer - Automotive Mastermind,S&P Global Market Intelligence,Full time,India,,Fresher
Data Engineer AWS Data Lake Engineer,Prodair Air Products,Full time,"Pune, India","Athena,Glue,DocumentDB,Qlik,AWS,S3,Python,Lambda",3-5 Years
Senior Data Engineer,Magnitude Software Ind Pvt.Ltd,Full time,"Hyderabad / Secunderabad, Telangana, India","Microsoft stack,Salesforce,Data Warehousing,SQL Server,SSIS",2-5 Years
Systems Engineer / IT Administrator,Jman,Full time,Chennai,"un-structured data,data models,Analytical Skills,problem-solving skills",0-2 Years
Data Architect,Wavicle Data Solutions,Full time,India,"SnowPro Core,Azure Solutions Architect Expert,Azure Data Engineer Associate",Fresher
Solution Architect - Celonis Job,Yash Technologies Private Limited,Full time,"Bengaluru / Bangalore, India","Modeling,process flows,Celonis,Technical Analysis,Visualization",3-10 Years
Senior Manager - Data Science,VFI SLK,Full time,"Bengaluru / Bangalore, India","data engineer pipelines,Time Management,cloud stack,analytical models",10-15 Years
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","abnition,hdfs,Data Analysis,automation,Networking,Hive,informatica",7-9 Years
ETL + Data Engineer - REMOTE WORK,Bairesdev Llc,Full time,India,"Etl,Sql,AWS,Lambda",5-7 Years
AWS Data Engineer,Ivy,Full time,"Hyderabad / Secunderabad, Telangana, India","image backup,OS-internals,Security,Golang,AWS,Vulnerability",5-10 Years
Senior Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","abnition,Data Analysis,hdfs,automation,Networking,Hive,informatica",7-12 Years
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India",,Fresher
Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","Shiny,Teradata,Scala,SQL Server,Java,JIRA,Hadoop,Tableau",4-7 Years
AWS Data Engineer,Alp Consulting,Full time,"Delhi, Chandigarh","Security,data sets,Infrastructure,in-memory caches,lambda function",0-2 Years
Senior Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","shiny,Teradata,source control tools,distributed system,Scala,Hive",7-12 Years
Sr. Data Engineer,e Zest,Full time,Bengaluru / Bangalore,"Performance Optimization,Data Architecture Design,Data Quality and Governance",0-2 Years
Associate Data Engineer,Commonwealth Bank,Full time,"Bengaluru / Bangalore, India","Teradata,snowflake,Spark ETL,Unix,Java,JIRA,Hadoop,Ab Initio",2-4 Years
Data Engineer,Kwalee,Full time,"Bengaluru / Bangalore, India","Sql,python,aws",2-3 Years
Director of Technology-Data Engineering,Copperpod Digital,Full time,"Bengaluru / Bangalore, India","snowflake,Data Analysis,data steward,Stakeholder Engagement",8-10 Years
GCP certified Data Engineer IRC178984,Hitachi Ltd.,Full time,India,"Cloud SQL,Datalab,SparkML,Dataprep,Pub / Sub,Cloud Bigtable",6-10 Years
Data Engineer,Cermati.com,Full time,Bengaluru / Bangalore,"google bigquery,Java,Redshift,hadoop,Tensorflow,Mapreduce",0-2 Years
Data Engineer IRC194660,Hitachi Ltd.,Full time,India,"Linux/Unix,Python/Scala,Firehose,business intelligence,quantitative methodologies",7-9 Years
Data Engineer,Xoom,Full time,Bengaluru / Bangalore,"Fiserv,Data Proc,Problem-solving,Credit,fdr,Data Flow,composer",2-6 Years
Data Engineer,Kwalee,Full time,"Bengaluru / Bangalore, India","Sql,python,aws",2-3 Years
Senior Data Engineer,Epiq,Full time,"Hyderabad / Secunderabad, Telangana, India","scikit-learn,Data Profiling & Data Quality,Data Integration/ETL,R,DS Model",5-7 Years
Data Engineer,Amtex Systems Inc.,Full time,"Gurgaon / Gurugram, India","Atlassian tools,NoSQL databases,cloud based data lake platforms",5-7 Years
"MTS, Data Engineer",Xoom,Full time,Bengaluru / Bangalore,"Mr,Java,Spark Streaming,Hive,Hadoop,Spark,Big Data,Pig",4-10 Years
Azure Data Engineer,Technovert,Full time,"Secunderabad, Hyderabad / Secunderabad, Telangana","Synapse,Azure SQL data warehouse,Power Bi,Shell Scripting,Msbi",2-5 Years
Data Engineer + Python IRC189260,Hitachi Ltd.,Full time,India,"Data Migrations,Stored Procedures,data engineering,Sql,AWS",4-6 Years
Big Data Engineer || Lead || IRC189683,Hitachi Ltd.,Full time,India,"Shell-Scripting,Spark,Sql,AWS,AWS Glue,Aws S3,Aws Lambda",0-2 Years
Data Engineer II,Zeta Inc.,Full time,Bengaluru / Bangalore,"delta lake,airflow,scalable data,relational database systems,nifi",3-5 Years
Senior Data Engineer,Xoom,Full time,Chennai,"Cloud platforms,Streaming Integrations,MPP Databases,Java,Hadoop",6-8 Years
BI - Data Engineer,Power2sme,Full time,"Gurugram, Gurgaon / Gurugram","DWH design,Visualization,Interpersonal Skills,Presentation Skills,Influence",0-2 Years
Data Engineer with Bigdata Expertise IRC183196,Hitachi Ltd.,Full time,India,"snowflake,EKS,Data warehouse tools,Airflow,Google storage,Spark- streaming",4-6 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Nagpur, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Jhansi, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
IT&D Senior Data Engineer,Reckitt,Full time,"Hyderabad / Secunderabad, Telangana, India","distributed database system architecture,business analytics,Azure",7-9 Years
Excelra hiring Remote Lead Python /Pyskark ADF Azure Cloud Data Engineer role,Excelra,Full time,"Indore, India","ADLS V2,JUnit/N Unit,Safe,.NET Core (C#),Azure/GCP Cloud Architecture",8-11 Years
